Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Risk_Level,Age_Group
241,19,Female,Undergraduate,Japan,3.7,LINE,No,7.8,8,Single,1,3,Low Risk (1-5),19
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,Medium Risk (6-7),21
243,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6,Medium Risk (6-7),20
244,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Single,2,5,Low Risk (1-5),22
245,19,Female,Undergraduate,USA,6.9,TikTok,Yes,5.7,4,In Relationship,4,9,High Risk (8-10),19
246,21,Male,Graduate,UK,5.7,Instagram,Yes,6.4,6,Single,3,7,Medium Risk (6-7),21
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5,Low Risk (1-5),20
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Single,1,4,Low Risk (1-5),22
249,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,Low Risk (1-5),19
250,21,Male,Graduate,Italy,5.6,TikTok,Yes,6.6,5,In Relationship,3,8,High Risk (8-10),21
251,20,Female,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,6,Single,3,6,Medium Risk (6-7),20
252,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,In Relationship,2,5,Low Risk (1-5),22
253,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9,High Risk (8-10),19
254,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,Medium Risk (6-7),21
255,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Single,2,5,Low Risk (1-5),20
256,22,Male,Graduate,Germany,4.0,Facebook,No,7.6,8,In Relationship,2,4,Low Risk (1-5),22
257,19,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8,Single,1,3,Low Risk (1-5),19
258,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Single,3,7,Medium Risk (6-7),21
259,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.7,6,In Relationship,3,6,Medium Risk (6-7),20
260,22,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7,Single,2,5,Low Risk (1-5),22
261,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.6,4,In Relationship,4,9,High Risk (8-10),19
262,21,Male,Graduate,UK,5.3,Instagram,Yes,6.3,6,Single,3,7,Medium Risk (6-7),21
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5,Low Risk (1-5),20
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Single,1,4,Low Risk (1-5),22
265,19,Female,Undergraduate,Japan,3.3,LINE,No,8.3,8,Single,1,3,Low Risk (1-5),19
266,21,Male,Graduate,Italy,5.2,TikTok,Yes,6.9,5,In Relationship,3,8,High Risk (8-10),21
267,20,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7.0,6,Single,3,6,Medium Risk (6-7),20
268,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,In Relationship,2,5,Low Risk (1-5),22
269,19,Female,Undergraduate,USA,6.4,Instagram,Yes,5.7,4,Single,4,9,High Risk (8-10),19
270,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,Medium Risk (6-7),21
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5,Low Risk (1-5),20
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4,Low Risk (1-5),22
273,19,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8,Single,1,3,Low Risk (1-5),19
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,Medium Risk (6-7),21
275,20,Female,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,6,In Relationship,3,6,Medium Risk (6-7),20
276,22,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7,Single,2,5,Low Risk (1-5),22
277,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.5,4,In Relationship,4,9,High Risk (8-10),19
278,21,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6,Single,3,7,Medium Risk (6-7),21
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2,5,Low Risk (1-5),20
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4,Low Risk (1-5),22
281,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Single,1,3,Low Risk (1-5),19
282,21,Male,Graduate,Italy,5.3,TikTok,Yes,6.8,5,In Relationship,3,8,High Risk (8-10),21
283,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3,6,Medium Risk (6-7),20
284,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,In Relationship,2,5,Low Risk (1-5),22
285,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4,9,High Risk (8-10),19
286,21,Male,Graduate,UK,5.0,Facebook,Yes,6.6,6,In Relationship,3,7,Medium Risk (6-7),21
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2,5,Low Risk (1-5),20
288,22,Male,Graduate,Germany,3.5,Facebook,No,8.0,8,In Relationship,1,4,Low Risk (1-5),22
289,19,Female,Undergraduate,Japan,3.0,LINE,No,8.6,8,Single,1,3,Low Risk (1-5),19
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3,7,Medium Risk (6-7),21
291,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3,6,Medium Risk (6-7),20
292,22,Male,Graduate,Russia,4.0,VKontakte,No,8.0,7,Single,2,5,Low Risk (1-5),22
293,19,Female,Undergraduate,USA,6.8,TikTok,Yes,5.3,4,In Relationship,4,9,High Risk (8-10),19
294,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Single,3,7,Medium Risk (6-7),21
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,Low Risk (1-5),20
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,Low Risk (1-5),22
297,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1,3,Low Risk (1-5),19
298,21,Male,Graduate,Italy,5.1,TikTok,Yes,7.0,5,In Relationship,3,8,High Risk (8-10),21
299,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Single,3,6,Medium Risk (6-7),20
300,22,Male,Graduate,Russia,3.9,VKontakte,No,8.1,7,In Relationship,2,5,Low Risk (1-5),22
301,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.2,4,Single,4,9,High Risk (8-10),19
302,21,Male,Graduate,UK,4.8,Facebook,Yes,6.8,6,In Relationship,3,7,Medium Risk (6-7),21
303,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,Low Risk (1-5),20
304,22,Male,Graduate,Germany,3.3,Facebook,No,8.2,8,In Relationship,1,4,Low Risk (1-5),22
305,19,Female,Undergraduate,Japan,2.8,LINE,No,8.8,8,Single,1,3,Low Risk (1-5),19
306,21,Male,Graduate,Italy,5.0,Instagram,Yes,7.1,5,Single,3,7,Medium Risk (6-7),21
307,20,Female,Undergraduate,South Korea,4.3,KakaoTalk,Yes,7.5,6,In Relationship,3,6,Medium Risk (6-7),20
308,22,Male,Graduate,Russia,3.8,VKontakte,No,8.2,7,Single,2,5,Low Risk (1-5),22
309,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.1,4,In Relationship,4,9,High Risk (8-10),19
310,21,Male,Graduate,UK,4.7,Instagram,Yes,6.9,6,Single,3,7,Medium Risk (6-7),21
311,20,Female,Undergraduate,Australia,4.0,Facebook,No,7.8,7,In Relationship,2,5,Low Risk (1-5),20
312,22,Male,Graduate,Germany,3.2,Instagram,No,8.3,8,Single,1,4,Low Risk (1-5),22
313,19,Female,Undergraduate,Japan,2.7,LINE,No,8.9,8,Single,1,3,Low Risk (1-5),19
314,21,Male,Graduate,Italy,4.9,TikTok,Yes,7.2,5,In Relationship,3,8,High Risk (8-10),21
315,20,Female,Undergraduate,South Korea,4.2,KakaoTalk,Yes,7.6,6,Single,3,6,Medium Risk (6-7),20
316,22,Male,Graduate,Russia,3.7,VKontakte,No,8.3,7,In Relationship,2,5,Low Risk (1-5),22
317,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.0,4,Single,4,9,High Risk (8-10),19
318,21,Male,Graduate,UK,4.6,Facebook,Yes,7.0,6,In Relationship,3,7,Medium Risk (6-7),21
319,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,Low Risk (1-5),20
320,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,Low Risk (1-5),22
321,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,Medium Risk (6-7),19
322,21,Male,Graduate,Denmark,4.1,Facebook,No,7.8,8,In Relationship,2,4,Low Risk (1-5),21
323,20,Female,Undergraduate,Ireland,5.0,Instagram,Yes,7.0,7,Single,3,6,Medium Risk (6-7),20
324,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,High Risk (8-10),22
325,19,Female,Undergraduate,Switzerland,4.0,Instagram,No,7.9,8,Single,2,4,Low Risk (1-5),19
326,21,Male,Graduate,Turkey,5.5,Instagram,Yes,6.7,6,Single,3,7,Medium Risk (6-7),21
327,20,Female,Undergraduate,USA,6.8,TikTok,Yes,5.5,5,In Relationship,4,9,High Risk (8-10),20
328,22,Male,Graduate,Mexico,5.6,WhatsApp,Yes,6.6,6,Single,3,7,Medium Risk (6-7),22
329,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,Low Risk (1-5),19
330,21,Male,Graduate,Canada,5.3,Instagram,Yes,6.9,6,Single,3,7,Medium Risk (6-7),21
331,20,Female,Undergraduate,Spain,5.1,TikTok,Yes,6.7,6,Single,3,7,Medium Risk (6-7),20
332,22,Male,Graduate,Denmark,3.9,Facebook,No,7.9,8,In Relationship,2,4,Low Risk (1-5),22
333,19,Female,Undergraduate,Ireland,4.8,Instagram,Yes,7.1,7,Single,3,6,Medium Risk (6-7),19
334,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8,High Risk (8-10),21
335,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8.0,8,Single,2,4,Low Risk (1-5),20
336,22,Male,Graduate,Turkey,5.4,TikTok,Yes,6.8,6,Single,3,7,Medium Risk (6-7),22
337,19,Female,Undergraduate,USA,6.9,Instagram,Yes,5.4,5,In Relationship,4,9,High Risk (8-10),19
338,21,Male,Graduate,Mexico,5.7,WhatsApp,Yes,6.5,6,Single,3,7,Medium Risk (6-7),21
339,20,Female,Undergraduate,France,4.4,Instagram,No,7.6,7,In Relationship,2,5,Low Risk (1-5),20
340,22,Male,Graduate,Canada,5.2,TikTok,Yes,7.0,6,Single,3,7,Medium Risk (6-7),22
341,19,Female,Undergraduate,Spain,5.0,Instagram,Yes,6.9,6,Single,3,7,Medium Risk (6-7),19
342,21,Male,Graduate,Denmark,3.8,Facebook,No,8.0,8,In Relationship,2,4,Low Risk (1-5),21
343,20,Female,Undergraduate,Ireland,4.7,TikTok,Yes,7.2,7,Single,3,6,Medium Risk (6-7),20
344,22,Male,Graduate,India,6.0,WhatsApp,Yes,6.3,5,In Relationship,4,8,High Risk (8-10),22
345,19,Female,Undergraduate,Switzerland,3.7,Instagram,No,8.1,8,Single,2,4,Low Risk (1-5),19
346,21,Male,Graduate,Turkey,5.3,Instagram,Yes,6.9,6,Single,3,7,Medium Risk (6-7),21
347,20,Female,Undergraduate,USA,7.0,TikTok,Yes,5.3,5,In Relationship,4,9,High Risk (8-10),20
348,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7,Medium Risk (6-7),22
349,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,Low Risk (1-5),19
350,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,Medium Risk (6-7),21
351,20,Female,Undergraduate,Spain,4.9,TikTok,Yes,7.0,6,Single,3,7,Medium Risk (6-7),20
352,22,Male,Graduate,Denmark,3.7,Facebook,No,8.1,8,In Relationship,2,4,Low Risk (1-5),22
353,19,Female,Undergraduate,Ireland,4.6,Instagram,Yes,7.3,7,Single,3,6,Medium Risk (6-7),19
354,21,Male,Graduate,India,6.1,WhatsApp,Yes,6.2,5,In Relationship,4,8,High Risk (8-10),21
355,20,Female,Undergraduate,Switzerland,3.6,Instagram,No,8.2,8,Single,2,4,Low Risk (1-5),20
356,22,Male,Graduate,Turkey,5.2,TikTok,Yes,7.0,6,Single,3,7,Medium Risk (6-7),22
357,19,Female,Undergraduate,USA,7.1,Instagram,Yes,5.2,5,In Relationship,4,9,High Risk (8-10),19
358,21,Male,Graduate,Mexico,5.9,WhatsApp,Yes,6.3,6,Single,3,7,Medium Risk (6-7),21
359,20,Female,Undergraduate,France,4.2,Instagram,No,7.8,7,In Relationship,2,5,Low Risk (1-5),20
360,22,Male,Graduate,Canada,5.0,TikTok,Yes,7.2,6,Single,3,7,Medium Risk (6-7),22
361,19,Female,Undergraduate,Spain,4.8,Instagram,Yes,7.1,6,Single,3,7,Medium Risk (6-7),19
362,21,Male,Graduate,Denmark,3.6,Facebook,No,8.2,8,In Relationship,2,4,Low Risk (1-5),21
363,20,Female,Undergraduate,Ireland,4.5,TikTok,Yes,7.4,7,Single,3,6,Medium Risk (6-7),20
364,22,Male,Graduate,India,6.2,WhatsApp,Yes,6.1,5,In Relationship,4,8,High Risk (8-10),22
365,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,Low Risk (1-5),19
366,21,Male,Graduate,Turkey,5.1,Instagram,Yes,7.1,6,Single,3,7,Medium Risk (6-7),21
367,20,Female,Undergraduate,USA,7.2,TikTok,Yes,5.1,5,In Relationship,4,9,High Risk (8-10),20
368,22,Male,Graduate,Mexico,6.0,WhatsApp,Yes,6.2,6,Single,3,7,Medium Risk (6-7),22
369,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5,Low Risk (1-5),19
370,21,Male,Graduate,Canada,4.9,Instagram,Yes,7.3,6,Single,3,7,Medium Risk (6-7),21
371,20,Female,Undergraduate,Spain,4.7,TikTok,Yes,7.2,6,Single,3,7,Medium Risk (6-7),20
372,22,Male,Graduate,Denmark,3.5,Facebook,No,8.3,8,In Relationship,2,4,Low Risk (1-5),22
373,19,Female,Undergraduate,Ireland,4.4,Instagram,Yes,7.5,7,Single,3,6,Medium Risk (6-7),19
374,21,Male,Graduate,India,6.3,WhatsApp,Yes,6.0,5,In Relationship,4,8,High Risk (8-10),21
375,20,Female,Undergraduate,Switzerland,3.4,Instagram,No,8.4,8,Single,2,4,Low Risk (1-5),20
376,22,Male,Graduate,Turkey,5.0,TikTok,Yes,7.2,6,Single,3,7,Medium Risk (6-7),22
377,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5.0,5,In Relationship,4,9,High Risk (8-10),19
378,21,Male,Graduate,Mexico,6.1,WhatsApp,Yes,6.1,6,Single,3,7,Medium Risk (6-7),21
379,20,Female,Undergraduate,France,4.0,Instagram,No,8.0,7,In Relationship,2,5,Low Risk (1-5),20
380,22,Male,Graduate,Canada,4.8,TikTok,Yes,7.4,6,Single,3,7,Medium Risk (6-7),22
381,19,Female,Undergraduate,Spain,4.6,Instagram,Yes,7.3,6,Single,3,7,Medium Risk (6-7),19
382,21,Male,Graduate,Denmark,3.4,Facebook,No,8.4,8,In Relationship,2,4,Low Risk (1-5),21
383,20,Female,Undergraduate,Ireland,4.3,TikTok,Yes,7.6,7,Single,3,6,Medium Risk (6-7),20
384,22,Male,Graduate,India,6.4,WhatsApp,Yes,5.9,5,In Relationship,4,8,High Risk (8-10),22
385,19,Female,Undergraduate,Switzerland,3.3,Instagram,No,8.5,8,Single,2,4,Low Risk (1-5),19
386,21,Male,Graduate,Turkey,4.9,Instagram,Yes,7.3,6,Single,3,7,Medium Risk (6-7),21
387,20,Female,Undergraduate,USA,7.4,TikTok,Yes,4.9,5,In Relationship,4,9,High Risk (8-10),20
388,22,Male,Graduate,Mexico,6.2,WhatsApp,Yes,6.0,6,Single,3,7,Medium Risk (6-7),22
389,19,Female,Undergraduate,France,3.9,Instagram,No,8.1,7,In Relationship,2,5,Low Risk (1-5),19
390,21,Male,Graduate,Canada,4.7,Instagram,Yes,7.5,6,Single,3,7,Medium Risk (6-7),21
391,20,Female,Undergraduate,Spain,4.5,TikTok,Yes,7.4,6,Single,3,7,Medium Risk (6-7),20
392,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4,Low Risk (1-5),22
393,19,Female,Undergraduate,Ireland,4.2,Instagram,Yes,7.7,7,Single,3,6,Medium Risk (6-7),19
394,21,Male,Graduate,India,6.5,WhatsApp,Yes,5.8,5,In Relationship,4,8,High Risk (8-10),21
395,20,Female,Undergraduate,Switzerland,3.2,Instagram,No,8.6,8,Single,2,4,Low Risk (1-5),20
396,22,Male,Graduate,Turkey,4.8,TikTok,Yes,7.4,6,Single,3,7,Medium Risk (6-7),22
397,19,Female,Undergraduate,USA,7.5,Instagram,Yes,4.8,5,In Relationship,4,9,High Risk (8-10),19
398,21,Male,Graduate,Mexico,6.3,WhatsApp,Yes,5.9,6,Single,3,7,Medium Risk (6-7),21
399,20,Female,Undergraduate,France,3.8,Instagram,No,8.2,7,In Relationship,2,5,Low Risk (1-5),20
400,22,Male,Graduate,Canada,4.6,TikTok,Yes,7.6,6,Single,3,7,Medium Risk (6-7),22
401,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,Medium Risk (6-7),19
402,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,Low Risk (1-5),21
403,20,Female,Undergraduate,Ireland,4.1,TikTok,Yes,7.8,7,Single,3,6,Medium Risk (6-7),20
404,22,Male,Graduate,India,6.6,WhatsApp,Yes,5.7,5,In Relationship,4,8,High Risk (8-10),22
405,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,Low Risk (1-5),19
406,21,Male,Graduate,Turkey,4.7,Instagram,Yes,7.5,6,Single,3,7,Medium Risk (6-7),21
407,20,Female,Undergraduate,USA,7.6,TikTok,Yes,4.7,5,In Relationship,4,9,High Risk (8-10),20
408,22,Male,Graduate,Mexico,6.4,WhatsApp,Yes,5.8,6,Single,3,7,Medium Risk (6-7),22
409,19,Female,Undergraduate,France,3.7,Instagram,No,8.3,7,In Relationship,2,5,Low Risk (1-5),19
410,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,Medium Risk (6-7),21
411,20,Female,Undergraduate,Spain,4.3,TikTok,Yes,7.6,6,Single,3,7,Medium Risk (6-7),20
412,22,Male,Graduate,Denmark,3.1,Facebook,No,8.7,8,In Relationship,2,4,Low Risk (1-5),22
413,19,Female,Undergraduate,Ireland,4.0,Instagram,Yes,7.9,7,Single,3,6,Medium Risk (6-7),19
414,21,Male,Graduate,India,6.7,WhatsApp,Yes,5.6,5,In Relationship,4,8,High Risk (8-10),21
415,20,Female,Undergraduate,Switzerland,3.0,Instagram,No,8.8,8,Single,2,4,Low Risk (1-5),20
416,22,Male,Graduate,Turkey,4.6,TikTok,Yes,7.6,6,Single,3,7,Medium Risk (6-7),22
417,19,Female,Undergraduate,USA,7.7,Instagram,Yes,4.6,5,In Relationship,4,9,High Risk (8-10),19
418,21,Male,Graduate,Mexico,6.5,WhatsApp,Yes,5.7,6,Single,3,7,Medium Risk (6-7),21
419,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5,Low Risk (1-5),20
420,22,Male,Graduate,Canada,4.4,TikTok,Yes,7.8,6,Single,3,7,Medium Risk (6-7),22
421,19,Female,Undergraduate,Spain,4.2,Instagram,Yes,7.7,6,Single,3,7,Medium Risk (6-7),19
422,21,Male,Graduate,Denmark,3.0,Facebook,No,8.8,8,In Relationship,2,4,Low Risk (1-5),21
423,20,Female,Undergraduate,Ireland,3.9,TikTok,Yes,8.0,7,Single,3,6,Medium Risk (6-7),20
424,22,Male,Graduate,India,6.8,WhatsApp,Yes,5.5,5,In Relationship,4,8,High Risk (8-10),22
425,19,Female,Undergraduate,Switzerland,2.9,Instagram,No,8.9,8,Single,2,4,Low Risk (1-5),19
426,21,Male,Graduate,Turkey,4.5,Instagram,Yes,7.7,6,Single,3,7,Medium Risk (6-7),21
427,20,Female,Undergraduate,USA,7.8,TikTok,Yes,4.5,5,In Relationship,4,9,High Risk (8-10),20
428,22,Male,Graduate,Mexico,6.6,WhatsApp,Yes,5.6,6,Single,3,7,Medium Risk (6-7),22
429,19,Female,Undergraduate,France,3.5,Instagram,No,8.5,7,In Relationship,2,5,Low Risk (1-5),19
430,21,Male,Graduate,Canada,4.3,Instagram,Yes,7.9,6,Single,3,7,Medium Risk (6-7),21
431,20,Female,Undergraduate,Spain,4.1,TikTok,Yes,7.8,6,Single,3,7,Medium Risk (6-7),20
432,22,Male,Graduate,Denmark,2.9,Facebook,No,8.9,8,In Relationship,2,4,Low Risk (1-5),22
433,19,Female,Undergraduate,Ireland,3.8,Instagram,Yes,8.1,7,Single,3,6,Medium Risk (6-7),19
434,21,Male,Graduate,India,6.9,WhatsApp,Yes,5.4,5,In Relationship,4,8,High Risk (8-10),21
435,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9.0,8,Single,2,4,Low Risk (1-5),20
436,22,Male,Graduate,Turkey,4.4,TikTok,Yes,7.8,6,Single,3,7,Medium Risk (6-7),22
437,19,Female,Undergraduate,USA,7.9,Instagram,Yes,4.4,5,In Relationship,4,9,High Risk (8-10),19
438,21,Male,Graduate,Mexico,6.7,WhatsApp,Yes,5.5,6,Single,3,7,Medium Risk (6-7),21
439,20,Female,Undergraduate,France,3.4,Instagram,No,8.6,7,In Relationship,2,5,Low Risk (1-5),20
440,22,Male,Graduate,Canada,4.2,TikTok,Yes,8.0,6,Single,3,7,Medium Risk (6-7),22
441,19,Female,Undergraduate,Spain,4.0,Instagram,Yes,7.9,6,Single,3,7,Medium Risk (6-7),19
442,21,Male,Graduate,Denmark,2.8,Facebook,No,9.0,8,In Relationship,2,4,Low Risk (1-5),21
443,20,Female,Undergraduate,Ireland,3.7,TikTok,Yes,8.2,7,Single,3,6,Medium Risk (6-7),20
444,22,Male,Graduate,India,7.0,WhatsApp,Yes,5.3,5,In Relationship,4,8,High Risk (8-10),22
445,19,Female,Undergraduate,Switzerland,2.7,Instagram,No,9.1,8,Single,2,4,Low Risk (1-5),19
446,21,Male,Graduate,Turkey,4.3,Instagram,Yes,7.9,6,Single,3,7,Medium Risk (6-7),21
447,20,Female,Undergraduate,USA,8.0,TikTok,Yes,4.3,5,In Relationship,4,9,High Risk (8-10),20
448,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3,7,Medium Risk (6-7),22
449,19,Female,Undergraduate,France,3.3,Instagram,No,8.7,7,In Relationship,2,5,Low Risk (1-5),19
450,21,Male,Graduate,Canada,4.1,Instagram,Yes,8.1,6,Single,3,7,Medium Risk (6-7),21
451,20,Female,Undergraduate,Spain,3.9,TikTok,Yes,8.0,6,Single,3,7,Medium Risk (6-7),20
452,22,Male,Graduate,Denmark,2.7,Facebook,No,9.1,8,In Relationship,2,4,Low Risk (1-5),22
453,19,Female,Undergraduate,Ireland,3.6,Instagram,Yes,8.3,7,Single,3,6,Medium Risk (6-7),19
454,21,Male,Graduate,India,7.1,WhatsApp,Yes,5.2,5,In Relationship,4,8,High Risk (8-10),21
455,20,Female,Undergraduate,Switzerland,2.6,Instagram,No,9.2,8,Single,2,4,Low Risk (1-5),20
456,22,Male,Graduate,Turkey,4.2,TikTok,Yes,8.0,6,Single,3,7,Medium Risk (6-7),22
457,19,Female,Undergraduate,USA,8.1,Instagram,Yes,4.2,5,In Relationship,4,9,High Risk (8-10),19
458,21,Male,Graduate,Mexico,6.9,WhatsApp,Yes,5.3,6,Single,3,7,Medium Risk (6-7),21
459,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,Low Risk (1-5),20
460,22,Male,Graduate,Canada,4.0,TikTok,Yes,8.2,6,Single,3,7,Medium Risk (6-7),22
461,19,Female,Undergraduate,Spain,3.8,Instagram,Yes,8.1,6,Single,3,7,Medium Risk (6-7),19
462,21,Male,Graduate,Denmark,2.6,Facebook,No,9.2,8,In Relationship,2,4,Low Risk (1-5),21
463,20,Female,Undergraduate,Ireland,3.5,TikTok,Yes,8.4,7,Single,3,6,Medium Risk (6-7),20
464,22,Male,Graduate,India,7.2,WhatsApp,Yes,5.1,5,In Relationship,4,8,High Risk (8-10),22
465,19,Female,Undergraduate,Switzerland,2.5,Instagram,No,9.3,8,Single,2,4,Low Risk (1-5),19
466,21,Male,Graduate,Turkey,4.1,Instagram,Yes,8.1,6,Single,3,7,Medium Risk (6-7),21
467,20,Female,Undergraduate,USA,8.2,TikTok,Yes,4.1,5,In Relationship,4,9,High Risk (8-10),20
468,22,Male,Graduate,Mexico,7.0,WhatsApp,Yes,5.2,6,Single,3,7,Medium Risk (6-7),22
469,19,Female,Undergraduate,France,3.1,Instagram,No,8.9,7,In Relationship,2,5,Low Risk (1-5),19
470,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7,Medium Risk (6-7),21
471,20,Female,Undergraduate,Spain,3.7,TikTok,Yes,8.2,6,Single,3,7,Medium Risk (6-7),20
472,22,Male,Graduate,Denmark,2.5,Facebook,No,9.3,8,In Relationship,2,4,Low Risk (1-5),22
473,19,Female,Undergraduate,Ireland,3.4,Instagram,Yes,8.5,7,Single,3,6,Medium Risk (6-7),19
474,21,Male,Graduate,India,7.3,WhatsApp,Yes,5.0,5,In Relationship,4,8,High Risk (8-10),21
475,20,Female,Undergraduate,Switzerland,2.4,Instagram,No,9.4,8,Single,2,4,Low Risk (1-5),20
476,22,Male,Graduate,Turkey,4.0,TikTok,Yes,8.2,6,Single,3,7,Medium Risk (6-7),22
477,19,Female,Undergraduate,USA,8.3,Instagram,Yes,4.0,5,In Relationship,4,9,High Risk (8-10),19
478,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,7,Medium Risk (6-7),21
479,20,Female,Undergraduate,France,3.0,Instagram,No,9.0,7,In Relationship,2,5,Low Risk (1-5),20
480,22,Male,Graduate,Canada,3.8,TikTok,Yes,8.4,6,Single,3,7,Medium Risk (6-7),22
481,19,Female,Undergraduate,Spain,3.6,Instagram,Yes,8.3,6,Single,3,7,Medium Risk (6-7),19
482,21,Male,Graduate,Denmark,2.4,Facebook,No,9.4,8,In Relationship,2,4,Low Risk (1-5),21
483,20,Female,Undergraduate,Ireland,3.3,TikTok,Yes,8.6,7,Single,3,6,Medium Risk (6-7),20
484,22,Male,Graduate,India,7.4,WhatsApp,Yes,4.9,5,In Relationship,4,8,High Risk (8-10),22
485,19,Female,Undergraduate,Switzerland,2.3,Instagram,No,9.5,8,Single,2,4,Low Risk (1-5),19
486,21,Male,Graduate,Turkey,3.9,Instagram,Yes,8.3,6,Single,3,7,Medium Risk (6-7),21
